Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
507,ORD-2025-00507,2025-10-27,2025-10-30,Standard Class,CU6724,Vikas Joshi,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-30534,Technology,Laptops,Gaming Laptop,482540.64,7,0.3,-33193.54
508,ORD-2025-00508,2025-02-13,2025-02-16,Second Class,CU1296,Akash Mehta,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-69980,Furniture,Tables,Dining Table,4818.64,5,0.3,-187.13
509,ORD-2024-00509,2024-08-08,2024-08-11,Standard Class,CU9104,Riya Jain,Consumer,India,Bangalore,Karnataka,560001,South,PR-TE-79506,Furniture,Furnishings,Wall Clock,59725.96,3,0.2,-3262.2
510,ORD-2024-00510,2024-09-05,2024-09-07,Standard Class,CU1922,Rahul Verma,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-24925,Office Supplies,Binders,File Binder,405.99,1,0.05,72.45
511,ORD-2025-00511,2025-11-05,2025-11-09,Standard Class,CU2384,Anjali More,Consumer,India,Kolkata,West Bengal,700001,East,PR-OS-75453,Technology,Laptops,Business Laptop,116109.24,6,0.05,2151.76
512,ORD-2024-00512,2024-05-04,2024-05-07,Standard Class,CU8824,Riya Kumar,Corporate,India,Pune,Maharashtra,411001,West,PR-FU-92681,Technology,Phones,Smartphone,226376.5,9,0.2,-3546.22
513,ORD-2025-00513,2025-05-22,2025-05-23,Standard Class,CU4675,Riya Nair,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-FU-48725,Office Supplies,Storage,Storage Box,7686.35,8,0.15,1532.57
514,ORD-2024-00514,2024-03-26,2024-03-30,Second Class,CU2377,Nisha Rao,Corporate,India,Patna,Bihar,800001,East,PR-OS-64176,Technology,Laptops,Gaming Laptop,9381.84,5,0.2,1319.94
515,ORD-2024-00515,2024-03-27,2024-03-28,Second Class,CU6938,Akash Joshi,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-22150,Technology,Accessories,Mouse,331704.14,10,0.2,37749.41
516,ORD-2024-00516,2024-03-08,2024-03-13,Standard Class,CU1331,Nisha Jain,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-83048,Technology,Laptops,Business Laptop,299368.54,8,0.2,-27708.8
517,ORD-2025-00517,2025-03-30,2025-04-01,Standard Class,CU1065,Sneha Shah,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-OS-81240,Technology,Laptops,Business Laptop,140820.47,5,0.05,17801.07
518,ORD-2025-00518,2025-02-12,2025-02-14,Standard Class,CU9584,Sneha Shah,Corporate,India,Patna,Bihar,800001,East,PR-TE-89364,Technology,Accessories,Headphones,9194.59,9,0.15,1752.43
519,ORD-2024-00519,2024-12-07,2024-12-12,First Class,CU5549,Rohit Rao,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-65162,Technology,Phones,Business Phone,368470.76,10,0.05,32932.68
520,ORD-2024-00520,2024-03-29,2024-04-01,First Class,CU8640,Sachin Patil,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-OS-74808,Office Supplies,Storage,Document Storage,8284.98,4,0.1,1271.63
521,ORD-2024-00521,2024-02-23,2024-02-26,Standard Class,CU1340,Sachin Jain,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-56766,Office Supplies,Paper,Printer Paper,15119.45,10,0.1,-410.0
522,ORD-2024-00522,2024-03-23,2024-03-28,Standard Class,CU2233,Meena Mehta,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-TE-94720,Technology,Phones,Android Phone,30397.38,1,0.2,-2595.62
523,ORD-2025-00523,2025-12-17,2025-12-22,First Class,CU6153,Amit Nair,Home Office,India,Bangalore,Karnataka,560001,South,PR-OS-40985,Technology,Laptops,Gaming Laptop,103726.28,3,0.0,433.45
524,ORD-2024-00524,2024-03-20,2024-03-25,Second Class,CU1270,Manish Shah,Consumer,India,Mumbai,Maharashtra,400001,West,PR-FU-83177,Technology,Laptops,Gaming Laptop,836569.14,10,0.15,-53266.16
525,ORD-2024-00525,2024-09-07,2024-09-10,Standard Class,CU7531,Rohit Yadav,Consumer,India,Kolkata,West Bengal,700001,East,PR-TE-49697,Furniture,Furnishings,Desk Lamp,59109.02,7,0.0,211.22
526,ORD-2024-00526,2024-07-02,2024-07-04,Standard Class,CU6539,Meena Rao,Home Office,India,Kolkata,West Bengal,700001,East,PR-FU-74303,Office Supplies,Storage,Storage Box,19875.82,5,0.2,2683.08
527,ORD-2025-00527,2025-06-03,2025-06-08,First Class,CU5038,Simran Jain,Corporate,India,Bangalore,Karnataka,560001,South,PR-FU-43481,Technology,Accessories,Mouse,100480.08,3,0.05,13784.9
528,ORD-2024-00528,2024-11-25,2024-11-28,Second Class,CU4708,Meena Shah,Home Office,India,Bangalore,Karnataka,560001,South,PR-FU-68105,Technology,Phones,Smartphone,87865.79,1,0.05,1422.97
529,ORD-2024-00529,2024-03-25,2024-03-27,Standard Class,CU7333,Anjali Gupta,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-56638,Office Supplies,Paper,Copy Paper,11180.76,10,0.1,-1099.15
530,ORD-2025-00530,2025-10-23,2025-10-26,Standard Class,CU5570,Priya Kumar,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-TE-44283,Office Supplies,Storage,Document Storage,30206.69,7,0.05,6633.66
531,ORD-2025-00531,2025-04-17,2025-04-18,Standard Class,CU2900,Rohit Yadav,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-TE-58817,Furniture,Bookcases,Wooden Bookcase,113489.98,8,0.15,-6701.57
532,ORD-2025-00532,2025-04-03,2025-04-04,First Class,CU2421,Vikas Patil,Consumer,India,Pune,Maharashtra,411001,West,PR-OS-17283,Technology,Laptops,Gaming Laptop,476110.4,7,0.05,-38882.79
533,ORD-2024-00533,2024-05-07,2024-05-10,First Class,CU1347,Sneha Patil,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-47211,Technology,Laptops,Gaming Laptop,115215.8,9,0.0,8020.44
534,ORD-2025-00534,2025-03-10,2025-03-11,Second Class,CU3577,Vikas Verma,Home Office,India,Delhi,Delhi,110001,Central,PR-FU-31975,Office Supplies,Paper,Notebook,2918.0,2,0.1,175.3
535,ORD-2024-00535,2024-04-01,2024-04-05,Standard Class,CU8063,Pooja Jain,Home Office,India,Chennai,Tamil Nadu,600001,South,PR-OS-93268,Technology,Laptops,Gaming Laptop,99770.47,6,0.1,8543.17
536,ORD-2025-00536,2025-07-10,2025-07-15,Same Day,CU1726,Sachin Desai,Home Office,India,Hyderabad,Telangana,500001,South,PR-OS-14923,Technology,Phones,Business Phone,324557.54,7,0.2,5842.08
537,ORD-2024-00537,2024-01-08,2024-01-11,Standard Class,CU4838,Kavita Sharma,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-85783,Furniture,Chairs,Executive Chair,36933.48,10,0.3,6291.0
538,ORD-2025-00538,2025-06-23,2025-06-28,Standard Class,CU6037,Riya Yadav,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-TE-32703,Technology,Accessories,Headphones,22884.33,4,0.3,-1583.12
539,ORD-2024-00539,2024-05-14,2024-05-15,Standard Class,CU6813,Pooja Sharma,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-OS-61444,Technology,Phones,Android Phone,775408.55,9,0.05,174483.48
540,ORD-2024-00540,2024-06-03,2024-06-06,Standard Class,CU1540,Vikas Nair,Home Office,India,Kolkata,West Bengal,700001,East,PR-TE-70204,Furniture,Furnishings,Wall Clock,90965.95,4,0.2,3861.42
541,ORD-2024-00541,2024-01-15,2024-01-19,Standard Class,CU7487,Amit Joshi,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-FU-72112,Furniture,Chairs,Office Chair,26174.03,10,0.15,5053.54
542,ORD-2024-00542,2024-11-02,2024-11-04,Standard Class,CU2193,Karan Verma,Consumer,India,Kolkata,West Bengal,700001,East,PR-OS-59220,Furniture,Bookcases,Office Bookcase,9323.97,1,0.2,1508.1
543,ORD-2024-00543,2024-10-03,2024-10-05,First Class,CU7676,Kavita Verma,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-OS-56104,Technology,Phones,Smartphone,44855.71,3,0.15,2684.51
544,ORD-2025-00544,2025-07-08,2025-07-09,First Class,CU8971,Karan Verma,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-TE-35651,Technology,Accessories,USB Cable,316609.01,4,0.2,29281.08
545,ORD-2024-00545,2024-08-08,2024-08-12,Standard Class,CU8210,Nisha Jain,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-16057,Technology,Laptops,Business Laptop,747109.35,10,0.15,133469.81
546,ORD-2024-00546,2024-09-11,2024-09-12,First Class,CU8496,Nisha Desai,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-OS-80192,Technology,Accessories,Mouse,183922.19,3,0.05,3896.75
547,ORD-2024-00547,2024-04-14,2024-04-15,Standard Class,CU6493,Rohit Sharma,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-FU-88210,Technology,Accessories,Headphones,245233.93,3,0.3,5919.37
548,ORD-2024-00548,2024-01-30,2024-02-01,Same Day,CU9125,Rahul Rao,Corporate,India,Bangalore,Karnataka,560001,South,PR-TE-15703,Technology,Laptops,Gaming Laptop,305084.14,9,0.0,18234.39
549,ORD-2024-00549,2024-01-29,2024-02-03,Standard Class,CU9437,Vikas Verma,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-22521,Office Supplies,Paper,Notebook,4372.27,3,0.05,839.78
550,ORD-2024-00550,2024-05-07,2024-05-12,Standard Class,CU6132,Rohit Joshi,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-15239,Office Supplies,Storage,Document Storage,41530.75,10,0.1,1463.99
551,ORD-2025-00551,2025-07-25,2025-07-27,Standard Class,CU7849,Anjali More,Home Office,India,Jaipur,Rajasthan,302001,Central,PR-OS-73365,Furniture,Bookcases,Office Bookcase,22597.52,2,0.05,853.83
552,ORD-2024-00552,2024-08-30,2024-09-01,Standard Class,CU6604,Rahul Shah,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-OS-15674,Office Supplies,Storage,Document Storage,5362.49,7,0.05,384.62
553,ORD-2024-00553,2024-11-01,2024-11-05,Standard Class,CU4536,Anjali Singh,Home Office,India,Ahmedabad,Gujarat,380001,West,PR-TE-54610,Furniture,Tables,Dining Table,66660.42,5,0.05,-5904.36
554,ORD-2024-00554,2024-11-27,2024-11-30,First Class,CU4809,Karan Verma,Corporate,India,Mumbai,Maharashtra,400001,West,PR-TE-19465,Office Supplies,Binders,File Binder,27235.63,6,0.0,5582.5
555,ORD-2025-00555,2025-06-28,2025-07-02,Standard Class,CU4065,Nisha Verma,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-OS-22300,Office Supplies,Paper,Copy Paper,7299.34,2,0.15,115.02
556,ORD-2025-00556,2025-03-31,2025-04-04,Second Class,CU9651,Arjun Patil,Consumer,India,Bangalore,Karnataka,560001,South,PR-FU-66627,Furniture,Tables,Computer Table,24306.58,9,0.1,806.75
557,ORD-2024-00557,2024-06-23,2024-06-26,Standard Class,CU5317,Vikas Nair,Home Office,India,Pune,Maharashtra,411001,West,PR-FU-61357,Office Supplies,Binders,Ring Binder,22344.47,6,0.05,1012.67
558,ORD-2024-00558,2024-08-22,2024-08-27,Second Class,CU9776,Neha Mehta,Consumer,India,Mumbai,Maharashtra,400001,West,PR-TE-79863,Furniture,Chairs,Executive Chair,204629.41,9,0.0,-13868.32
559,ORD-2024-00559,2024-08-09,2024-08-13,Standard Class,CU8013,Kavita Sharma,Consumer,India,Delhi,Delhi,110001,Central,PR-TE-88047,Furniture,Chairs,Office Chair,10102.81,3,0.2,-174.74
560,ORD-2025-00560,2025-09-23,2025-09-25,Standard Class,CU3180,Nisha Singh,Corporate,India,Delhi,Delhi,110001,Central,PR-FU-63031,Technology,Phones,Business Phone,131369.91,3,0.15,14331.75
561,ORD-2024-00561,2024-07-17,2024-07-20,Standard Class,CU1847,Neha Rao,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-72751,Furniture,Furnishings,Desk Lamp,25207.67,4,0.1,5405.71
562,ORD-2025-00562,2025-04-25,2025-04-30,Standard Class,CU8795,Deepak Gupta,Home Office,India,Ahmedabad,Gujarat,380001,West,PR-FU-54387,Technology,Accessories,Mouse,91546.16,2,0.2,15898.36
563,ORD-2025-00563,2025-09-03,2025-09-05,Second Class,CU7189,Riya Yadav,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-OS-40226,Office Supplies,Binders,File Binder,22802.05,9,0.2,-1879.45
564,ORD-2025-00564,2025-08-28,2025-08-31,Standard Class,CU2137,Riya Nair,Corporate,India,Hyderabad,Telangana,500001,South,PR-FU-80202,Office Supplies,Binders,File Binder,16116.12,5,0.1,2117.61
565,ORD-2024-00565,2024-10-29,2024-11-03,First Class,CU5919,Arjun Joshi,Consumer,India,Mumbai,Maharashtra,400001,West,PR-TE-18798,Office Supplies,Paper,Copy Paper,135.64,1,0.3,-18.3
566,ORD-2025-00566,2025-06-04,2025-06-05,Second Class,CU9269,Sachin Jain,Home Office,India,Bangalore,Karnataka,560001,South,PR-TE-53147,Technology,Accessories,Keyboard,575539.97,7,0.15,75852.89
567,ORD-2024-00567,2024-09-14,2024-09-16,Second Class,CU1938,Kavita Gupta,Consumer,India,Bangalore,Karnataka,560001,South,PR-FU-43529,Office Supplies,Paper,Copy Paper,287.19,1,0.2,20.97
568,ORD-2025-00568,2025-09-29,2025-10-03,First Class,CU5558,Rahul Desai,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-13093,Office Supplies,Binders,Document Folder,26869.92,6,0.05,966.19
569,ORD-2024-00569,2024-06-27,2024-07-02,Standard Class,CU8145,Rohit Patil,Consumer,India,Hyderabad,Telangana,500001,South,PR-OS-65797,Technology,Laptops,Laptop,218323.74,7,0.05,26268.51
570,ORD-2024-00570,2024-07-19,2024-07-22,Standard Class,CU5878,Sneha More,Corporate,India,Hyderabad,Telangana,500001,South,PR-FU-39203,Office Supplies,Paper,Copy Paper,2185.26,1,0.2,112.17
571,ORD-2024-00571,2024-09-08,2024-09-13,Second Class,CU8851,Simran Shah,Consumer,India,Patna,Bihar,800001,East,PR-TE-50308,Technology,Phones,Android Phone,373948.72,9,0.0,16177.58
572,ORD-2025-00572,2025-11-21,2025-11-26,Standard Class,CU5555,Meena Nair,Corporate,India,Delhi,Delhi,110001,Central,PR-FU-28800,Technology,Accessories,USB Cable,171397.9,5,0.2,-19604.99
573,ORD-2024-00573,2024-01-17,2024-01-18,Second Class,CU7042,Manish Yadav,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-TE-74186,Technology,Accessories,Keyboard,235614.73,7,0.0,-14784.54
574,ORD-2025-00574,2025-04-27,2025-04-29,Standard Class,CU1947,Vikas Patil,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-TE-16553,Office Supplies,Storage,Document Storage,6612.11,10,0.1,1481.16
575,ORD-2025-00575,2025-06-15,2025-06-17,Second Class,CU8989,Riya Gupta,Home Office,India,Pune,Maharashtra,411001,West,PR-TE-40164,Furniture,Chairs,Executive Chair,40595.07,10,0.0,193.01
576,ORD-2024-00576,2024-02-03,2024-02-05,Second Class,CU2934,Priya Kumar,Consumer,India,Patna,Bihar,800001,East,PR-FU-74471,Furniture,Tables,Computer Table,74125.85,8,0.0,1301.7
577,ORD-2024-00577,2024-01-16,2024-01-18,Second Class,CU2291,Vikas Patil,Consumer,India,Kolkata,West Bengal,700001,East,PR-OS-56798,Technology,Accessories,Headphones,421136.08,9,0.05,52784.88
578,ORD-2024-00578,2024-12-23,2024-12-28,First Class,CU4465,Meena Mehta,Consumer,India,Pune,Maharashtra,411001,West,PR-OS-64740,Office Supplies,Storage,File Cabinet,6034.09,5,0.0,736.23
579,ORD-2024-00579,2024-09-07,2024-09-11,First Class,CU2656,Neha Mehta,Consumer,India,Pune,Maharashtra,411001,West,PR-FU-74315,Technology,Accessories,Headphones,225624.47,7,0.05,38670.65
580,ORD-2025-00580,2025-09-06,2025-09-09,Second Class,CU5300,Amit Singh,Corporate,India,Mumbai,Maharashtra,400001,West,PR-OS-72601,Technology,Laptops,Gaming Laptop,291183.03,8,0.15,50369.38
581,ORD-2025-00581,2025-07-20,2025-07-24,Same Day,CU3249,Meena Verma,Consumer,India,Mumbai,Maharashtra,400001,West,PR-TE-12921,Furniture,Chairs,Dining Chair,78107.47,4,0.05,1097.98
582,ORD-2024-00582,2024-05-31,2024-06-03,Standard Class,CU8849,Sneha More,Consumer,India,Bangalore,Karnataka,560001,South,PR-OS-10260,Technology,Phones,Smartphone,34993.01,2,0.05,6212.8
583,ORD-2024-00583,2024-06-10,2024-06-11,Standard Class,CU5916,Amit More,Corporate,India,Kolkata,West Bengal,700001,East,PR-OS-11924,Technology,Accessories,Mouse,592168.44,8,0.0,-13724.03
584,ORD-2024-00584,2024-09-29,2024-10-04,Same Day,CU5722,Deepak Verma,Corporate,India,Delhi,Delhi,110001,Central,PR-FU-46776,Furniture,Tables,Dining Table,1924.14,3,0.2,-177.79
585,ORD-2024-00585,2024-02-16,2024-02-20,Second Class,CU1142,Anjali Nair,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-86579,Technology,Laptops,Laptop,293170.51,6,0.1,18130.64
586,ORD-2025-00586,2025-10-04,2025-10-05,Standard Class,CU2482,Priya Shah,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-TE-22823,Furniture,Bookcases,Office Bookcase,58180.47,6,0.1,9177.47
587,ORD-2025-00587,2025-09-12,2025-09-16,Standard Class,CU2832,Riya Jain,Corporate,India,Hyderabad,Telangana,500001,South,PR-FU-98425,Technology,Phones,Smartphone,668284.88,8,0.15,117818.52
588,ORD-2025-00588,2025-10-24,2025-10-27,Standard Class,CU1158,Simran Patil,Consumer,India,Hyderabad,Telangana,500001,South,PR-FU-47997,Office Supplies,Binders,Document Folder,17616.57,5,0.15,2022.36
589,ORD-2024-00589,2024-12-12,2024-12-16,Standard Class,CU3306,Arjun Jain,Corporate,India,Patna,Bihar,800001,East,PR-TE-66782,Furniture,Furnishings,Desk Lamp,19301.4,3,0.05,-959.22
590,ORD-2025-00590,2025-12-23,2025-12-26,Same Day,CU3019,Akash Joshi,Home Office,India,Jaipur,Rajasthan,302001,Central,PR-FU-28030,Office Supplies,Binders,File Binder,2404.08,2,0.05,-161.6
591,ORD-2025-00591,2025-04-28,2025-05-03,First Class,CU2487,Meena Sharma,Home Office,India,Chennai,Tamil Nadu,600001,South,PR-OS-14597,Office Supplies,Paper,Copy Paper,15986.25,4,0.15,3233.74
592,ORD-2024-00592,2024-03-07,2024-03-11,Standard Class,CU1528,Rahul Desai,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-40314,Furniture,Chairs,Dining Chair,44230.25,5,0.1,6530.58
593,ORD-2025-00593,2025-08-30,2025-09-02,Standard Class,CU2028,Kavita Patil,Home Office,India,Mumbai,Maharashtra,400001,West,PR-TE-97938,Technology,Phones,Android Phone,261362.29,8,0.0,32239.49
594,ORD-2025-00594,2025-08-04,2025-08-07,Second Class,CU7765,Neha Patil,Home Office,India,Patna,Bihar,800001,East,PR-OS-98707,Furniture,Tables,Dining Table,13487.83,1,0.1,1797.82
595,ORD-2024-00595,2024-05-16,2024-05-19,First Class,CU7984,Amit Rao,Corporate,India,Hyderabad,Telangana,500001,South,PR-OS-64933,Furniture,Bookcases,Office Bookcase,16454.34,1,0.0,571.85
596,ORD-2025-00596,2025-12-23,2025-12-24,Second Class,CU3567,Anjali Nair,Corporate,India,Kolkata,West Bengal,700001,East,PR-OS-73769,Office Supplies,Storage,File Cabinet,4543.16,2,0.3,244.38
597,ORD-2024-00597,2024-07-28,2024-08-02,First Class,CU2777,Manish Rao,Home Office,India,Delhi,Delhi,110001,Central,PR-OS-50148,Furniture,Bookcases,Wooden Bookcase,140028.37,9,0.0,26354.71
598,ORD-2025-00598,2025-08-21,2025-08-22,Standard Class,CU1702,Priya Desai,Consumer,India,Bangalore,Karnataka,560001,South,PR-FU-96153,Technology,Phones,Business Phone,287161.39,6,0.0,-5881.79
599,ORD-2024-00599,2024-11-04,2024-11-08,Standard Class,CU9006,Neha More,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-FU-70727,Office Supplies,Paper,Copy Paper,38736.43,10,0.2,-3226.27
600,ORD-2024-00600,2024-10-31,2024-11-05,Second Class,CU3415,Karan Singh,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-FU-12389,Office Supplies,Storage,Storage Box,10254.64,10,0.15,1167.76
601,ORD-2025-00601,2025-01-08,2025-01-10,Second Class,CU8433,Kavita Jain,Consumer,India,Patna,Bihar,800001,East,PR-FU-47594,Office Supplies,Paper,Notebook,35857.08,9,0.05,7185.6
602,ORD-2025-00602,2025-04-18,2025-04-23,Standard Class,CU6935,Rohit Verma,Home Office,India,Delhi,Delhi,110001,Central,PR-TE-12016,Office Supplies,Binders,Ring Binder,23486.7,9,0.3,-849.12
603,ORD-2025-00603,2025-12-20,2025-12-25,Standard Class,CU2773,Arjun Sharma,Consumer,India,Patna,Bihar,800001,East,PR-OS-72963,Office Supplies,Paper,Printer Paper,40411.7,10,0.1,7749.05
604,ORD-2025-00604,2025-05-25,2025-05-29,Same Day,CU9785,Rohit Jain,Consumer,India,Bangalore,Karnataka,560001,South,PR-TE-98815,Office Supplies,Paper,Printer Paper,23922.48,5,0.0,-218.59
605,ORD-2024-00605,2024-10-20,2024-10-22,Second Class,CU2469,Deepak Singh,Home Office,India,Mumbai,Maharashtra,400001,West,PR-TE-80412,Furniture,Chairs,Dining Chair,31564.84,2,0.0,4977.98
606,ORD-2024-00606,2024-03-31,2024-04-05,Second Class,CU9562,Karan Sharma,Consumer,India,Hyderabad,Telangana,500001,South,PR-OS-88413,Technology,Laptops,Laptop,781118.93,9,0.0,-3877.95
607,ORD-2025-00607,2025-08-01,2025-08-06,Second Class,CU4136,Pooja Shah,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-OS-66241,Furniture,Bookcases,Wooden Bookcase,6260.69,2,0.15,235.92
608,ORD-2024-00608,2024-04-02,2024-04-03,First Class,CU9992,Riya Rao,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-27881,Furniture,Tables,Office Table,44204.4,2,0.2,-2116.98
609,ORD-2024-00609,2024-09-27,2024-09-29,Standard Class,CU3882,Kavita Singh,Home Office,India,Mumbai,Maharashtra,400001,West,PR-FU-59322,Furniture,Tables,Office Table,107813.47,6,0.3,-11137.82
610,ORD-2025-00610,2025-05-16,2025-05-20,Standard Class,CU7804,Simran Yadav,Consumer,India,Bangalore,Karnataka,560001,South,PR-TE-72345,Technology,Laptops,Laptop,667702.94,10,0.05,-3829.28
611,ORD-2024-00611,2024-01-09,2024-01-13,Standard Class,CU5103,Vikas Rao,Home Office,India,Patna,Bihar,800001,East,PR-FU-72508,Office Supplies,Binders,File Binder,1475.33,7,0.2,-73.08
612,ORD-2025-00612,2025-09-10,2025-09-13,Standard Class,CU7116,Kavita Gupta,Corporate,India,Mumbai,Maharashtra,400001,West,PR-OS-91311,Office Supplies,Paper,Printer Paper,13599.39,6,0.05,-937.05
613,ORD-2024-00613,2024-12-02,2024-12-05,First Class,CU2740,Priya Singh,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-21218,Technology,Accessories,USB Cable,300839.45,5,0.05,-8079.78
614,ORD-2024-00614,2024-12-09,2024-12-10,Standard Class,CU5589,Rohit Kumar,Corporate,India,Bangalore,Karnataka,560001,South,PR-TE-50910,Technology,Accessories,Mouse,150270.81,2,0.2,-3767.78
615,ORD-2024-00615,2024-10-21,2024-10-23,Standard Class,CU9096,Manish Desai,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-TE-42210,Office Supplies,Paper,Copy Paper,15966.77,10,0.15,2047.25
616,ORD-2024-00616,2024-11-28,2024-12-01,Standard Class,CU9204,Nisha Desai,Consumer,India,Hyderabad,Telangana,500001,South,PR-OS-71401,Technology,Laptops,Gaming Laptop,323678.19,7,0.15,-4596.76
617,ORD-2025-00617,2025-01-19,2025-01-21,Standard Class,CU1494,Karan Sharma,Corporate,India,Bangalore,Karnataka,560001,South,PR-FU-48278,Office Supplies,Binders,Document Folder,2463.23,2,0.3,222.57
618,ORD-2025-00618,2025-01-29,2025-02-01,Standard Class,CU6125,Manish Patil,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-47170,Office Supplies,Paper,Printer Paper,32735.83,10,0.2,300.49
619,ORD-2025-00619,2025-01-29,2025-02-02,Standard Class,CU3050,Sneha Desai,Corporate,India,Hyderabad,Telangana,500001,South,PR-OS-92667,Office Supplies,Paper,Printer Paper,14594.35,5,0.05,-719.66
620,ORD-2024-00620,2024-10-01,2024-10-03,Standard Class,CU6417,Kavita Nair,Consumer,India,Patna,Bihar,800001,East,PR-TE-14429,Technology,Phones,Android Phone,116525.57,3,0.3,1845.06
621,ORD-2024-00621,2024-07-17,2024-07-21,Standard Class,CU3808,Deepak Gupta,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-FU-19416,Technology,Laptops,Gaming Laptop,886890.29,10,0.15,-80896.43
622,ORD-2024-00622,2024-04-28,2024-04-29,Standard Class,CU8463,Sachin Kumar,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-60278,Technology,Accessories,USB Cable,102346.32,6,0.2,-1862.25
623,ORD-2024-00623,2024-07-27,2024-08-01,Standard Class,CU4551,Akash Joshi,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-17711,Office Supplies,Paper,Copy Paper,523.91,2,0.15,-61.36
624,ORD-2024-00624,2024-06-14,2024-06-18,Standard Class,CU4273,Sneha Gupta,Corporate,India,Mumbai,Maharashtra,400001,West,PR-OS-31494,Office Supplies,Paper,Notebook,14580.82,3,0.15,530.89
625,ORD-2025-00625,2025-05-12,2025-05-15,Second Class,CU2251,Sneha Rao,Home Office,India,Chennai,Tamil Nadu,600001,South,PR-OS-96623,Furniture,Tables,Computer Table,61505.64,8,0.1,-6008.38
626,ORD-2024-00626,2024-09-02,2024-09-05,Second Class,CU2856,Sneha Yadav,Corporate,India,Delhi,Delhi,110001,Central,PR-OS-85752,Office Supplies,Binders,Ring Binder,896.58,1,0.05,211.61
627,ORD-2024-00627,2024-02-20,2024-02-22,First Class,CU5747,Akash Singh,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-10045,Office Supplies,Storage,Storage Box,666.25,5,0.0,-43.75
628,ORD-2024-00628,2024-05-09,2024-05-14,Standard Class,CU4404,Rohit Verma,Consumer,India,Patna,Bihar,800001,East,PR-FU-75642,Furniture,Chairs,Office Chair,16804.98,1,0.0,2225.6
629,ORD-2024-00629,2024-03-23,2024-03-25,Standard Class,CU7834,Kavita Verma,Consumer,India,Patna,Bihar,800001,East,PR-FU-82153,Furniture,Tables,Dining Table,14577.08,1,0.05,3290.75
630,ORD-2025-00630,2025-07-13,2025-07-18,First Class,CU6707,Arjun Yadav,Consumer,India,Bangalore,Karnataka,560001,South,PR-FU-55177,Office Supplies,Binders,Ring Binder,3038.2,10,0.2,-371.8
631,ORD-2025-00631,2025-07-22,2025-07-26,Standard Class,CU8471,Arjun Patil,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-20196,Technology,Accessories,Keyboard,86013.56,6,0.1,17872.43
632,ORD-2025-00632,2025-03-16,2025-03-18,Standard Class,CU9635,Meena Kumar,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-OS-17897,Technology,Laptops,Gaming Laptop,28709.19,1,0.0,7002.78
